Location Name,Title,Text,Rating,Year,Month,Day
08,Absolutely Amazing Stay and wonderful staff!!,"Just stayed at this hotel and had an amazing time. The staff were so polite and welcoming.. Food and room were both great !! Perfect spot if you wish to visit Sardinia. The hotel is perfect, from location to rooms, to food...to everything. Can't say enough about this place!! Right in the centre of beautiful Porto Rotondo where there are many lovely shops, restaurants and walks along the marina..I have lived in Sardinia and been coming back for over 24 years now and I have to say this hotel is ideal if you want to be in a beautiful area with easy access to the sea, airport, restaurants etc. It is close to Olbia airport, so you can either rent a car if you wish to tour the many areas nearby including Costa Smeralda or you can just stay in Porto Rotondo and use the Maremare shuttle that takes you to all the nearby beaches. There is plenty to do here and to be honest Porto Rotondo really does have everything you need for a perfect vacation in one of the most beautiful places in the world.

I would definitely recommend this hotel, as it was perfect!! clean, quiet, central, great breakfast, beautiful pool which had a really relaxing atmosphere and as I said lovely polite and helpful staff!! thank you for making our holiday a holiday to remember!!",5,2018,06,29
08,Absolutely brilliant,"Just arrived home from a week at San Marco in Porto Rotondo. I have to start with the amazing two young women on reception. I wish I remembered their names. They were the most helpful people I have ever encountered on any holiday. They helped with travel enquiries, restaurant recommendations and general information and nothing was too much trouble and always with a smile. They were brilliant. Hotel was very clean, breakfast more than adequate. Pool was more of a splash pool rather than swimming pool but no complaints - lovely to sunbathe next to and dip into when hot. Hotel is in a great location for restaurants and harbour. Food lovely but when you see the surrounding shops and boats it's not cheap (beer and aperol spritz) in piazza 24euros but to be fair they did bring some very nice nibbles. Not sure my wallet would have lasted 2 weeks. Beautiful beaches and water crystal clear. Lovely to swim in. Went to Obia which was certainly worth a visit. One last recommendation - next to hotel there is a small cafe called alla darsena. Pain is, beers etc and brilliant, very reasonably priced and owners lovely. Will go back to Sardinia. Next time will hire a car and do some traveling and maybe pop over to Corsica. All in all a brilliant holiday. Loved it!",5,2017,09,24
08,Fantastic ,"Had a lovely holiday in this hotel. Staff lovely, really helpful and knowledgeable of area, nothing was too much trouble. Hotel was spotless, lovely breakfast choice. At first thought pool area was small but was actually lovely and relaxing and a sun trap. Great location, would defiantly go back. ",5,2017,09,24
08,Sardinia holiday Sept 2017,"Went to this hotel on our last night in Sardinia after travelling around for 9 days. This was by far the most elite hotel that we stayed in. The reception staff were very friendly and informative (particularly one young lady whom I did not take the name of) the hotel was clean and quite quaint looking in a central location. The swimming pool area outside wasn't very big but very pretty and there were plenty of spaces for us in September. Breakfast was also good. On check out we were able to keep our car on the grounds until we left for our evening flight. They happily provided us with shower facilities too. I would have liked to have stayed here for longer, maybe next time!!! 

One word of warning, the resort itself is quite upmarket, lots of boat owners where money isn't an issue, shop around the restaurants and bars if you are on a budget. The recommended restaurants by the hotel were reasonably priced. 

Thank you hotel colonna for making our last day/night in Sardinia a pleasurable ending. ",5,2017,09,15
08,Touring Costa emeralda ,"Great hotel , centre of small town , staff were excellent and helpful (mattie , Roberto)
Small and quaint just delightful for few days in Porto Rotunda 
One small improvement , breakfast is a bit disorganised  , just so needs a re think 
All in all we loved it ",4,2017,09,15
08,Amazing location ,"What gives this hotel a 5 star rating is yes staff and central location. The staff were incredibly helpful and very welcoming. We were even given a room to stay in on check out day as our flight was in the evening. A tour was organised for us on our behalf. Very friendly and speak very good English. 

The rooms are clean and air conditioned. 

Will return to Hotel Colonna for our next trip back.",5,2017,09,08
08,Pretty hotel,"This has an excellent position, opening onto the Piazza San Marco next the marina. The grounds are beautiful, and beautifully tended, nice water features. There is a small pool, with a whirlpool,unheated (no need) in the open air, a very pleasant and quiet place to swim/read/sunbathe. Rooms are pleasant, simple rustic furnishings, and the staff very attentive, will go out of their way to help.I don't know the criteria for awarding stars to hotels, but I doubt if this fully deserves its four star rating - no restaurant, room equipment quite basic (no kettle, etc), though very comfortable double bed. Breakfast provided was perfectly adequate, plenty choice other than hot food - there were scrambled eggs and some unappealing scraps of bacon and hot dog sausage, but lots of everything else. Really enjoyed our stay and would go again happily.",4,2017,09,08
08,This hotel was the third stop on our summer vacation and it quickly became our favorite.,"The manager, Roberto, went above and beyond to upgrade our room because my husband had made an error when booking online. Not only did he take care of our reservations, he referred us to a boat rental place nearby and we had a great day visiting the local beaches. The hotel is clean and very quaint and if offers a delightful breakfast to get your day started. It is centrally located in the port and we were able to walk everywhere. Whatever we needed, it was taken care of, usually by the manager himself and we truly felt at home.",4,2017,08,26
08,"Superb visit, staff and facilities amazing WE WILL RETURN","We visited this gorgeous traditional hotel for my birthday and from the start nothing was to much trouble. We were staying as part of my 40yh birthday celebrations and upon arrival we were given a beautiful room over looking the pool.

Very very helpful staff from the team on reception to the staff at breakfast and the lovely chap who helped with our luggage. We were even given a room to refresh ourselves as our flight was not until the evening and after a day on the beach this was greatly appreciated.

Very helpful in suggesting restaurants, local services, best beaches and places to visit and breakfast was simply lovely. 

The pool area was gorgeous and i know people have put on comments in the past about it not being deep enough to swim ' Rubbish' It is only shollow but, plenty big enough to cool off and have a relax.

Location is superb, the gardens kept extremley well, the rooms and facilities were spotless.

I cannot recomend highly enough

Thank you all at the hotel for making this a wonderful part of my 40th celebrations, we will be back

Sarah and Brett :):)",5,2017,07,25
08,Fantastic stay.,"The hotel is in a fantastic location and has everything you need. Local shops at the front of the building and a quaint piazza leading onto the port at the back of the building. 
The staff were extremely helpful, polite and welcoming. Our room was clean, spacious and traditional. 

Can't wait to return!!",5,2017,06,29
08,Wonderful Hotel and Staff,"I stayed at this lovely gem of a hotel during my recent stay in Porto Rotondo in Sardinia.

This is a lovely, boutique hotel with the feel and decoration of a lovely country hacienda. The approach to the front entrance sets the scene:
A lovely artificial waterfall and pond surrounded by a lovely flower garden, leading to the front entrance of the hotel.
Upon entering the hotel, you find yourself surrounded by what I can imagine are original fittings and lovely wooden beam ceilings.

Upon checking in, we were greeted by two lovely representatives of the hotel (Marta and Laura). They both made us feel very welcome and made sure that we were accommodated in a twin room (as our travel agent neglected to mention this requirement). 

After a short walk in town to get our bearings, the room was ready and our bags were placed in the room. We were given room 121, which is essentially on a mezzanine level just above the main reception. This was a lovely room, as it was spacious enough and well set out for a 1 week stay. American people may find the room small and not good enough (as they tend to equate size with luxury), however It is ideal for 2 people. The rooms are fitted out in a lovely Mediterranean style, with stone floors and lovely wooden beam ceilings. You will find all what you will need, with minibar, a safe and excellent air conditioning. The beds arr comfy enough, although the iron headboards may not be to everyone's taste. I though, felt that they were in excellent keeping with the design. 
The bathroom was well designed with plenty of room to store toiletries. The water pressure was good and the water temperature was simple to regulate with the mixer taps.

One lovely touch with this hotel is the small guest swimming pool located on the first floor. The pool is not deep or enormous, but it offers an excellent opportunity to cool off after some walking around town. The pool is not heated, but please dont let that put you off...when the outside temperature is 35 degrees celsius, the last thing you want to be doing is swimming around in warm Miso Soup. The poolside is beautifully presented in a garden of it's own and is furnished with deckchairs, umbrellas and Small tables. 

The breakfast in the morning is a lovely affair: Simple, tasty and nice continental selections. I have developed quite a taste for peach juice during my stay! The breakfast staff were very nice and by the 2nd day, knew exactly what kind of hot drink we wanted without us having to ask...this is excellent service.

The side entrance to the hotel offers direct access to the Piazza San Marco, which is as close to the centre of town that you can get. 

There are 2 negative points for this hotel. First: there is no lift. For the elderly and those with accessibility issues, this is an obstacle. If you have any requirements...make sure these are communicated well ahead.
Second: There is no Lunch or Dinner service. This is not really an issue as there are so many amazing dining options literally metres away from the hotel. 

Finally, I just want to thank Laura and Marta for making us feel so very welcome and for helping us out during our stay. You are both wonderful professionals and very kind people.",5,2017,06,26
08,Read the whole review - close call,"10 day stay here in June. Rustic appearance which was very nice. We had the usual family room and I think this does very often mean we don't get the best room on offer. Why a family room, we have a daughter with Learning Disability, hence a room to accommodate three adults. 

So the hotel we would rate as follows:-
Room was OK but really needs a bit of a makeover / some investment. It is superbly located in Porto Rotondu.
Bathroom is far too small. You have to twist sideways to enter after opening the door. You can touch all four walls when standing in the middle. The toilet seat was lose and the extractor fan did not work (room 138). I must admit, we like a bath and shower so we're a little disappointed we only had a shower. This is in reality is a shower room. Really inadequate for two people let alone three.
There was also a rather annoying banging door on a couple of windy nights. I discovered it was the cleaners cupboard door. Slid a doubled over card in each night. Not a difficult problem to solve. I note another review mentions this door banging. We did get quite a few mosquito bites. Did not have doors / windows open. They are difficult to spot in the room given its rough and rustic walls and ceilings and I just wonder if they find their way in via the extractor fan that does not work?? Anyway, we recommend repellant or some form of device you plug in. Unfortunately we had neither and it will take some weeks for bites to disappear.
Service - excellent from all especially the young ladies on reception. They were superb and very good with our daughter.
Breakfast - very good offering and service BUT ran out of breakfast tea on 8th day!?!?!?
Pool - very nice and whilst you cannot swim in it given its size, it's a lovely oasis and sun trap to relax in.

Overall rating is a margin call. We have gone for Very Good but we do think that a little attention to 'easy' detail could deliver a top rating BUT only with a bigger bathroom!!

Bathroom on its own would score the lowest rating possible!",4,2017,06,14
08,"Amazing Service, a Great Holiday","We visited in early May, the hotel and Porto Rotunda was very quiet, but that was just what we wanted! The Hotel is very quaint and has a great location. Right in the middle of everything. You can walk to a number of different beaches, restaurants, bars. The staff at the hotel were extremely attentive and gave a 5* service at all times. We will definitely be returning.",5,2017,06,01
08,Wonderful :),"We love it here! Fabulous hotel, the staff are so helpful and friendly. Rooms super, lovely Sardinian style, breakfast plentiful, pool so relaxing and quiet. Free parking great restaurants near by. We'll be back.",5,2016,09,08
08,Could be better!,"Set in the heart of this pretty port, this hotel has a quaint feel to it. Close to all shops, cafes, lovely icecream parlour etc. Our room was charming and had a small juliette balcony looking over the port square. Breakfast was ok but could be better, the pool was small but rather cold. We booked for the first night of our coastal trip and realy enjoyed the charm of this old port, had amazing spagetti vongole at a nearby resteraunt and fantastic coffee at a small cafe, not as flash as porto cervo and has more of a laid back feel with plenty of little sandy and shingle beaches nearby on foot.",4,2016,08,13
08,A little gem,"Fabulous hotel , situated at the heart of Porto rotunda , with great staff who are always willing to help. Quiet pretty pool and only a few steps to the lovely harbour and restaurants. A beautiful resort with amazing scenery.Highly recommend.",5,2016,07,24
08,Wonderful staff and location!,"We have just returned from our Sardinian holiday and during the trip spent 4 nights at this lovely hotel in Porto Rotondo!

First of all the location is excellent, just off a lovely piazza next to the harbour. The rooms were very charming in a rustic sort of a way. Luckily the hotel was quite quiet when we arrived so the hotel staff very kindly put us in a sea view room overlooking be piazza at no extra cost.

The hotel was very peaceful and felt like we had the place virtually to ourselves. The staff were extremely friendly and couldn't have been any more helpful!

We paid extra for breakfast which was a fairly standard continental breakfast but was only 5€ each which we thought was excellent value, as a cappuccino and a single pastry and nearby cafes would have been a similar price! 

There was also one day where the maid was ill and didn't make up the room (although we thought this was our fault for not hanging the correct hanger on the door) however before we even mentioned anything the staff refunded two days worth of the breakfasts for us. 

We paid around £85 a night and this was excellent value, would definitely recommend!

",5,2016,06,15
08,In the heart of Porto Rotondo,"Our experience here was very good.  Upon arrival we were greeted by a very polite staff. We received a room upgrade and early check-in which was unexpected and highly appreciated. It has a small but cozy pool which was just perfect to share with our friends. This hotel is right on the water, in the heart of the waterfront of Porto Rotondo.  If a tourist is looking for a hotel near the yacht club, close to boat rentals and boutiques this is the hotel to choose.....don't need to use the car. Now there is no beach but only harbourfront.  A beach is not that far away though. Now, this is not a new and modern hotel so it wasn't a surprise that our wooden doors would make some noise and that the bathroom features weren't that great but the room was very clean, the bed well made with good quality cotton sheets, big closet space and perfectly functioning air conditioning.  It has no elevator but then many four star hotels in Sardinia are without also. Another feature that we enjoyed was that it is a very quiet hotel.",4,2015,09,04
08,Lovely spot,"Highly amiable staff, decent rooms and good location is what makes this a 4- rather than a 3-star experience. Small and cosy. Sure the pool is small, breakfast could have been better and the tiles etc would improve by redecoration, but you'll be helped by nice people and the port, restaurants and bars are just outside. Travellers with cars be warned; the hotel parking is for 4-5 cars only and the town's parking is VERY crowded at least now late July.",4,2015,07,31
08,Discrete Stylish Elegant,"Porto Rotundo is by the Smeralda area in northern Sardinia - normally reserved for the wealthy jet set tourists (which we are not). Considering the area was developed in the sixties, the Marco has a nice old world feel to it, lovely (smallish) pool in a delightful garden setting, and very friendly staff. It's right on the piazza; which is full of charm and family life in the evenings, and many restaurants within walking distance - as is the beach, the harbor, and port promenades passing the moored yachts and boats of Europes well-heeled. For a day and a half, this made an interesting contrast to Bargagia (the real Sardinia) where we had been staying most of the time.",5,2015,07,26
08,Wedding ,"Honest hotel hard working staff nice feeling in this hotel
Right in the centre of town near shops restaurants by the dozen within 200 yards 
Cafe and bars, nice quiet night life and the weather is great this time of the year no rain until October 
If you want to stay in the town centre this is the hotel for you ",5,2015,06,09
08,Really bad,"We stayed here after a system issue on the Bookings website resulted in us not having the booking we thought we did at Hotel S'Astore. That hotel was very helpful getting us accommodated & sent us here. We arrived quite late in the day.

First, the good... 
* The hotel location is excellent - right in the heart of Porto Rotondo & on the water. An easy walk to shops & restaurants.
* They have 2-3 car spaces in the hotel grounds & if you are lucky (as we were), you can park in the centre of town for free

The not so good...
* Everything else. The rooms (in fact the whole hotel) is old, dated, stale and smelly. The decor is dreadful, and there is funk of decay that permeates the whole building. The bed was super uncomfortable - as others have said - a too-well-worn inner spring mattress that along with springs jabbing into us, was so soft we both woke with backaches. The pillows were also worn out and uncomfortable. Sleep quality - a key decider in whether a hotel is worth staying at - was poor.

I guess we were somewhat spoiled because we had stayed at Hotel S'Astore earlier in the week, for the same nightly rate. And really, that hotel & this hotel are chalk & chess. 

We paid €100/nt in early-July for a basic room. We would not stay here again & would not recommend it, even if there were no other rooms in Porto Rotondo.",1,2014,07,24
08,Great hotel,Just got back from a fantastic week at colonna San Marco. We have been around the world but never visited Sardinia. The island is beautiful and the port of rotondo is beautiful. Lots of great restaurants to people watch. The hotel is very quirky and views from the room were amazing. Giommaria bus ells was fantastic. Even took us to a beach 20mins away cos we missed the bus. Roberto was great in reception. Staff were all great. Small hotel well worth a visit,5,2014,06,15
08,Charme,"I been 3 days in the hotel, the room is confortable, the toilet is to small. The hotel is clean, the staff is frendly and professional. the atmosphere during the breakfast is magic because in the restaurant there is a cascade and the music is amazing. I racommended this hotel because is in the center of the village and the services are good.",5,2011,10,05
08,A little gem,Also this year I spent with my husband in June the holidays at Colonna S.Marco di P.Rotondo Its beautiful location and the always shrewd and helpful staff gave us wonderful holidays Thanks to all the staff and the director Stefano for pampering us throughout soggiorno.Assolutamente consiglato,5,2024,07,10
08,A cozy hotel with very friendly staff.,"We stayed in this hotel for 10 days and were very satisfied. It has a beautiful location near the yacht harbor. The hotel has a pool, which is located in a well-kept area. The surroundings are very beautiful and well-kept. The breakfast is plentiful, everyone gets their money's worth. The staff are very friendly and helpful. The rooms are cleaned every day. All in all, a very nice vacation.",5,2024,06,09
08,The hotel is highly recommended,A delightful little hotel with very friendly staff. We felt very comfortable. We would be happy to come back. Francesco and Alessio looked after us very well. Everyone is very helpful. Many thanks to the friendly staff.,5,2023,09,29
08,Acceptable,"I rated it acceptable because it has excellent service, excellent breakfast and outstanding location, but the rooms are very old and lacks any decoration, the hotel is left in the 70s.” It is very expensive for what you receive.",3,2023,08,18
08,Good experience,"The Hotel is a wedding favor, right in the center close to everything. I had a very good time, clean and welcoming rooms. All the staff very knowledgeable and super helpful. Breakfast was also very good.
If I can give a little advice, perhaps a small modernization of the bathrooms. For the rest super satisfied. I will definitely return with my family to spend the holidays",5,2023,08,02
08,Soggiorno indimenticabile ,"L'ambiente sempre pulito , caldo e confortevole ,il personale sempre gentile , tutto ciò ha reso il nostro soggiorno indimenticabile. Grazie a tutto lo staff. Sulla struttura, qualcosa da ristrutturare.",5,2023,07,31
08,Come a casa,"Una bomboniera nel centro di Porto rotondo. Un personale attento e scrupoloso Pulizia eccellente.Un posto dove rilassarsi con uno staff di qualità. Quest'anno ho trovato tutto lo staff rinnovato,ma con mia grande soddisfazione devo dire  di non essermene accorta .Direttore ,ricevimento personale d sala e camere tutti perfetti e accorti Un  grazie particolare al direttore Stefano e a Nadia e Francesco del ricevimento...Alla prossima estate e ad maiora",5,2023,07,13
08,Un piccolo gioiello nel cuore di Porto Rotondo ..,Per quanto il nostro soggiorno sia stato brevissimo...non posso che stra consigliarlo  ci siamo trovati benissimo  ...Grazieeeee soprattutto  ad Alberto persona preparata e gentilissima ...ti aspettiamo in  Olanda 😉,5,2022,09,11
08,BENCI's in Porto Rotondo,"Camera con arredo vecchissimo ed un pò logoro. Bagno piccolo. Pulizia buona. Il prezzo pagato però esige un livello superiore. 
Come ho visto scritto in altre recensioni, la potenzialità della struttura è enorme e forse per questo si sta rimandando la ristrutturazione. La piscina è piccola per il numero dei clienti. Consiglio però questo hotel se si vuole passare una mini vacanza a Porto Rotondo in totale relax.",5,2022,09,01
08,Vecchia struttura assolutamente da ristrutturare,Camera con arredo vecchissimo e logoro. Bagno piccolo. Pulizia scarsissima. Il prezzo pagato esige un livello superiore. La potenzialità della struttura è enorme e forse per questo si sta rimandando la ristrutturazione. La piscina è piccola per il numero dei clienti.,2,2022,08,21
08,Bellissima location che necessita una ristrutturazione!,"Posto strategico , delizioso e personale gentilissimo ma camere completamente da ristrutturare.
Tenda doccia male
Condizionatore anni 90’ male
Colazione qualità male
Lenzuola , cuscini , materasso male

Penso che considerata la posizione e la struttura si debba necessariamente ristrutturare la struttura!",3,2022,08,13
08,Relax a Porto Rotondo,"Ho pernottato 4 notti, posizione incantevole, colazione potrebbe essere migliorata nella qualità , accessori bagno da rinnovare scarico vasca mal funzionante, cestino rifiuti e tenda doccia. Personale molto cortese, piscina ok",4,2022,06,27
08,"Mitten drin, feine Adresse","Ein kleines, verwinkeltes Hotel mitten in Porto Rotondo. Zimmer klein, zweckmäßig, wenig Ablagen im Bad ( Achtung Mädels ), sauber, Fernseher setzt alle 10-15 Minuten für ca. 20 Sekunden aus, gute Klimaanlage ( Zi. 128 ), kleiner Balkon. Gutes Frühstück, kleine Bar, überschaubarer Pool mit Liegen und Stühlen.
Was das Hotel aber auszeichnet ist die Lage und das sensationelle Personal. Hilfreich, freundlich, verbindlich, mehrsprachig und stets erreichbar. Ganz großes Kino !!!!! Special Thanks to Laura and Marta U are wonderful 🫶 
Zur Lage: alles zu Fuß erreichbar. Zentraler Platz =  3 Sekunden, Hafen = 10 Sekunden, Restaurants alle in unmittelbarerNähe.",4,2022,06,08
08,Un ottimo hotel nel cuore di porto rotondo,"Hotel in ottima posizione, accogliente e con personale gentile e disponibile. Ben strutturato e con una piscina gradevole e riparata dal vento. Alla fine del soggiorno ci è stata data in camera di cortesia senza costi aggiuntivi. Un rapporto qualità/ prezzo veramente buono. Vivamente consigliato",4,2021,07,10
08,UN GIOIELLINO CON QUALCHE PECCA,"Ho pernottato tre notti, è veramente un gioiellino, per come è curato e soprattutto per i tavoli a ridosso della piazzetta di Porto Rotondo, per la colazione o anche per un aperitivo.
I problemi sono che non c'è un ascensore e sopratutto nella nostra stanza non c'era nemmeno un cassetto, ma solo ripiani.",4,2020,09,07
08,Struttura meritevole,"Abbiamo alloggiato all'hotel San Marco 1 settimana. La struttura è  piccola , confortevole e accogliente. Ottima la colazione consumata direttamente su piazza San Marco dove prospetta l'albergo. Personale cortese, efficiente e attento al cliente. Perfetto il servizio escursioni. Ultima ma non meno importante, la pulizia della camera e della struttura in generale. Consigliatissimo ",5,2020,08,27
08,Tutto perfetto!,"Abbiamo prenotato in questo hotel con molte aspettative rispetto a servizi e posizione, tutto confermato! Si trova nel centro di Porto rotondo comodo per negozi e movida serale senza aver bisogno della macchina. La navetta passa ogni mezz’ora per andare nelle principali spiagge. Al
Porto si possono noleggiare gommoni per esplorare la zona. Un ringraziamento a Laura e Marta che sin dal primo scambio di mail si sono rivelate molto solerti a soddisfare ogni nostra richiesta anche durante il soggiorno.
Collazione varia e abbondante
Hotel dove ritorneremo sicuramente 
Consigliatissimo!

",5,2020,08,23
08,Disagio totale,"Ho prenotato 10 notti in questo Hotel, forte della sua posizione strategica a Porto Rotondo, e rassicurato dal fatto che avesse il parcheggio pur essendo in centro al paese. 
Una volta arrivato son stato subito smentito, in quanto non è stato rinnovato il contratto, quindi da quest anno il parcheggio bisogna cercarselo, e nella settimana di ferragosto è praticamente impossibile trovarlo, infatti ho dovuto parcheggiare l auto a 1,3 km dall hotel. 
Vengo accompagnato nella mia stanza fronte piazzetta, con arredamento anni 70, bagno e condizionatore da brividi. 
Ma le disavventure non finiscono. 
Dopo cena ci corichiamo a letto,ma risulta impossibile poter dormire in quanto in piazzetta fino alle 2:30 di notte c è una specie di discoteca con musica altisonante e schiamazzi di giovani che proseguono fino alle 4. 
Tutto questo per la modica cifra di 380€ a notte. 
Il giorno successivo ho lasciato questo Hotel chidendo il trasferimento nel Colonna Beach a Marinella. 
",1,2020,08,23
08,Soggiorno inaspettato,"Ho prenotato due notti improvvisate in questo graziosissimo albergo nel cuore di Porto Rotondo. La struttura e piccola ma molto accogliente, bel tenuta e pulita. Lo staff è molto scrupoloso nel rispettare le regole anti covid. Al check in si compila un foglio per la colazione del giorno dopo che verrà servita al tavolo mentre l’angolo buffet è solo con alimenti confezionati in monoporzione.

La camera è molto in ordine e si affaccia su una delle più note piazzette. È vero che si sente un po’ di chiacchiericcio la sera però basta chiudere le finestre e mettere l’aria condizionata sul minimo per dormire di incanto.

Il bagno è senza finestra e la doccia o nella vasca, due elementi che si possono accettare visto il rapporto qualità prezzo che reputo elevato

Pur essendo abituata a scegliere strutture immerse nella natura, questa esperienza l’ho comunque apprezzata

Lo consiglio. 

C’è una piccola piscina con una decina di sdraio, quasi un miracolo visto la location.

Stupendo fare colazione sotto il portico il piazzetta",4,2020,07,30
